-5.000000000000000000e+00,1.378103949462171940e+01
-4.999500000000000277e+00,1.377828342453319266e+01
-4.998999999999999666e+00,1.377552763006544723e+01
-4.998499999999999943e+00,1.377277211121850264e+01
-4.998000000000000220e+00,1.377001686799234115e+01
-4.997499999999999609e+00,1.376726190038696984e+01
-4.996999999999999886e+00,1.376450720840239050e+01
-4.996500000000000163e+00,1.376175279203860313e+01
-4.996000000000000441e+00,1.375899865129560418e+01
-4.995499999999999829e+00,1.375624478617338831e+01
-4.995000000000000107e+00,1.375349119667197151e+01
-4.994500000000000384e+00,1.375073788279134135e+01
-4.993999999999999773e+00,1.374798484453149783e+01
-4.993500000000000050e+00,1.374523208189245160e+01
-4.993000000000000327e+00,1.374247959487419024e+01
-4.992499999999999716e+00,1.373972738347671552e+01
-4.991999999999999993e+00,1.373697544770003454e+01
-4.991500000000000270e+00,1.373422378754414730e+01
-4.990999999999999659e+00,1.373147240300904315e+01
-4.990499999999999936e+00,1.372872129409473274e+01
-4.990000000000000213e+00,1.372597046080121252e+01
-4.989499999999999602e+00,1.372321990312847539e+01
-4.988999999999999879e+00,1.372046962107653556e+01
-4.988500000000000156e+00,1.371771961464538592e+01
-4.988000000000000433e+00,1.371496988383502647e+01
-4.987499999999999822e+00,1.371222042864545365e+01
-4.987000000000000099e+00,1.370947124907667103e+01
-4.986500000000000377e+00,1.370672234512868037e+01
-4.985999999999999766e+00,1.370397371680147636e+01
-4.985500000000000043e+00,1.370122536409506253e+01
-4.985000000000000320e+00,1.369847728700944067e+01
-4.984499999999999709e+00,1.369572948554460545e+01
-4.983999999999999986e+00,1.369298195970056575e+01
-4.983500000000000263e+00,1.369023470947731447e+01
-4.982999999999999652e+00,1.368748773487484804e+01
-4.982499999999999929e+00,1.368474103589317714e+01
-4.982000000000000206e+00,1.368199461253229465e+01
-4.981499999999999595e+00,1.367924846479219703e+01
-4.980999999999999872e+00,1.367650259267289670e+01
-4.980500000000000149e+00,1.367375699617438478e+01
-4.980000000000000426e+00,1.367101167529666128e+01
-4.979499999999999815e+00,1.366826663003972619e+01
-4.979000000000000092e+00,1.366552186040358308e+01
-4.978500000000000369e+00,1.366277736638822837e+01
-4.977999999999999758e+00,1.366003314799366208e+01
-4.977500000000000036e+00,1.365728920521989131e+01
-4.977000000000000313e+00,1.365454553806690718e+01
-4.976499999999999702e+00,1.365180214653470969e+01
-4.975999999999999979e+00,1.364905903062330772e+01
-4.975500000000000256e+00,1.364631619033269594e+01
-4.974999999999999645e+00,1.364357362566286547e+01
-4.974499999999999922e+00,1.364083133661383407e+01
-4.974000000000000199e+00,1.363808932318558753e+01
-4.973499999999999588e+00,1.363534758537813119e+01
-4.972999999999999865e+00,1.363260612319146858e+01
-4.972500000000000142e+00,1.362986493662559262e+01
-4.972000000000000419e+00,1.362712402568051218e+01
-4.971499999999999808e+00,1.362438339035621127e+01
-4.971000000000000085e+00,1.362164303065270765e+01
-4.970500000000000362e+00,1.361890294656999423e+01
-4.969999999999999751e+00,1.361616313810806389e+01
-4.969500000000000028e+00,1.361342360526692907e+01
-4.969000000000000306e+00,1.361068434804658445e+01
-4.968499999999999694e+00,1.360794536644702468e+01
-4.967999999999999972e+00,1.360520666046826221e+01
-4.967500000000000249e+00,1.360246823011028638e+01
-4.966999999999999638e+00,1.359973007537309542e+01
-4.966499999999999915e+00,1.359699219625670175e+01
-4.966000000000000192e+00,1.359425459276109649e+01
-4.965499999999999581e+00,1.359151726488627610e+01
-4.964999999999999858e+00,1.358878021263225122e+01
-4.964500000000000135e+00,1.358604343599901476e+01
-4.964000000000000412e+00,1.358330693498657027e+01
-4.963499999999999801e+00,1.358057070959491064e+01
-4.963000000000000078e+00,1.357783475982404298e+01
-4.962500000000000355e+00,1.357509908567396728e+01
-4.961999999999999744e+00,1.357236368714467645e+01
-4.961500000000000021e+00,1.356962856423618113e+01
-4.961000000000000298e+00,1.356689371694847601e+01
-4.960499999999999687e+00,1.356415914528155575e+01
-4.959999999999999964e+00,1.356142484923542746e+01
-4.959500000000000242e+00,1.355869082881009113e+01
-4.958999999999999631e+00,1.355595708400554145e+01
-4.958499999999999908e+00,1.355322361482178195e+01
-4.958000000000000185e+00,1.355049042125881620e+01
-4.957499999999999574e+00,1.354775750331663531e+01
-4.956999999999999851e+00,1.354502486099524816e+01
-4.956500000000000128e+00,1.354229249429464943e+01
-4.956000000000000405e+00,1.353956040321484267e+01
-4.955499999999999794e+00,1.353682858775582254e+01
-4.955000000000000071e+00,1.353409704791759260e+01
-4.954500000000000348e+00,1.353136578370015641e+01
-4.953999999999999737e+00,1.352863479510350153e+01
-4.953500000000000014e+00,1.352590408212764572e+01
-4.953000000000000291e+00,1.352317364477257655e+01
-4.952499999999999680e+00,1.352044348303829580e+01
-4.951999999999999957e+00,1.351771359692480523e+01
-4.951500000000000234e+00,1.351498398643210841e+01
-4.950999999999999623e+00,1.351225465156019467e+01
-4.950499999999999901e+00,1.350952559230907646e+01
-4.950000000000000178e+00,1.350679680867874843e+01
-4.949499999999999567e+00,1.350406830066920350e+01
-4.948999999999999844e+00,1.350134006828045585e+01
-4.948500000000000121e+00,1.349861211151249663e+01
-4.948000000000000398e+00,1.349588443036532937e+01
-4.947499999999999787e+00,1.349315702483894519e+01
-4.947000000000000064e+00,1.349042989493335654e+01
-4.946500000000000341e+00,1.348770304064855630e+01
-4.945999999999999730e+00,1.348497646198454092e+01
-4.945500000000000007e+00,1.348225015894132106e+01
